index,name,area,span_z,span_y,u_avg,k_enh,skew_g,skew_l,lambda,q
52,trapezoid_0052,20.0,2.0,13.333333333333332,0.5268162114190483,0.10121145357140002,-0.08004821764553355,-2.965681935312789,0.15000000000000002,0.5
53,trapezoid_0053,20.66666668,2.0,13.333333333333332,0.5402043900836339,0.09043251263391153,-0.13803469375311328,-3.094862166046198,0.15000000000000002,0.55
54,trapezoid_0054,21.333333339999996,2.0,13.333333333333332,0.5548968352661436,0.08440408214816507,-0.17189654304117868,-3.0674661377756114,0.15000000000000002,0.6000000000000001
55,trapezoid_0055,22.0,2.0,13.333333333333332,0.5645851555489642,0.07592772466998948,-0.2147979077372549,-3.0510161465211256,0.15000000000000002,0.65
56,trapezoid_0056,22.66666668,2.0,13.333333333333332,0.5728282886636494,0.06607472742669865,-0.25427993940011917,-3.015633001115532,0.15000000000000002,0.7000000000000001
57,trapezoid_0057,23.33333334,2.0,13.333333333333332,0.5863225319129148,0.06050721253516416,-0.2917737986335113,-2.9500218205260613,0.15000000000000002,0.75
58,trapezoid_0058,24.0,2.0,13.333333333333332,0.5920672020958442,0.05473710217090183,-0.31407901803285915,-2.9036271042572146,0.15000000000000002,0.8
59,trapezoid_0059,24.66666668,2.0,13.333333333333332,0.5927563504253691,0.05022677502111514,-0.3347337497998824,-2.823446381213913,0.15000000000000002,0.8500000000000001
60,trapezoid_0060,25.33333334,2.0,13.333333333333332,0.6038750766272979,0.04808159774096112,-0.3528788238860072,-2.8268233832228598,0.15000000000000002,0.9
61,trapezoid_0061,26.0,2.0,13.333333333333332,0.6062829359254507,0.04652050868085024,-0.3617422251648129,-2.820327654076268,0.15000000000000002,0.9500000000000001
62,trapezoid_0062,26.66666668,2.0,13.333333333333332,0.6030867275085443,0.04515740047713701,-0.3708239392847405,-2.862942312777165,0.15000000000000002,1.0
63,trapezoid_0063,10.0,2.0,10.0,0.298600757694483,0.04164411295345259,0.38503952811580194,-1.5227806637513932,0.2,0.0
64,trapezoid_0064,10.5,2.0,10.0,0.3268482545383886,0.04864066262145227,0.3631872011351272,-1.547335206725731,0.2,0.05
65,trapezoid_0065,11.0,2.0,10.0,0.35382781436239524,0.055517699663603114,0.33151170879541525,-1.5981133836138213,0.2,0.1
66,trapezoid_0066,11.499999999999998,2.0,10.0,0.3783567007832625,0.060492556318665944,0.29801354678266656,-1.6374407152529091,0.2,0.15000000000000002
67,trapezoid_0067,12.0,2.0,10.0,0.4025806285297719,0.06477095157626071,0.2544859165738553,-1.678771102684519,0.2,0.2
68,trapezoid_0068,12.5,2.0,10.0,0.4237243775805864,0.06719822068941987,0.20594352667345842,-1.7527554310974671,0.2,0.25
69,trapezoid_0069,13.0,2.0,10.0,0.4449173688501328,0.06737177241023942,0.14492313146757685,-1.8414577084021302,0.2,0.30000000000000004
70,trapezoid_0070,13.5,2.0,10.0,0.46285598309977016,0.06671082838319554,0.0961555169605291,-1.8839719807196083,0.2,0.35000000000000003
71,trapezoid_0071,14.0,2.0,10.0,0.4797304852793983,0.06536905563838094,0.04965678625136493,-1.9028693737100604,0.2,0.4
72,trapezoid_0072,14.5,2.0,10.0,0.4943160537456434,0.06230402946191525,0.00230638365709025,-1.9055490855261477,0.2,0.45
73,trapezoid_0073,14.999999999999998,2.0,10.0,0.5106665492258944,0.060967802945311275,-0.03536899204241728,-1.8686882695441966,0.2,0.5
74,trapezoid_0074,15.499999999999998,2.0,10.0,0.5218554382899698,0.055975337156093846,-0.0898737486665979,-1.9070675136137907,0.2,0.55
75,trapezoid_0075,15.999999999999998,2.0,10.0,0.5347231877277862,0.05344030879747136,-0.12599830520878,-1.857127197827094,0.2,0.6000000000000001
76,trapezoid_0076,16.5,2.0,10.0,0.5424705870635297,0.04876408141114212,-0.16617945213091082,-1.834046050305114,0.2,0.65
77,trapezoid_0077,17.000000000000004,2.0,10.0,0.5511382673555636,0.04599153636800799,-0.19514816859164055,-1.75663019893696,0.2,0.7000000000000001
78,trapezoid_0078,17.5,2.0,10.0,0.5624572486394485,0.04332426337788687,-0.22860122316094234,-1.7416709270057817,0.2,0.75
79,trapezoid_0079,18.0,2.0,10.0,0.5655714373617617,0.040535174386659954,-0.24801414308780834,-1.6623600442902502,0.2,0.8
80,trapezoid_0080,18.5,2.0,10.0,0.5730737710081076,0.03873776330709988,-0.2705725960615089,-1.6016953411831338,0.2,0.8500000000000001
81,trapezoid_0081,19.0,2.0,10.0,0.5778496896156757,0.038031797966972335,-0.28473023287183963,-1.6225017222718678,0.2,0.9
82,trapezoid_0082,19.5,2.0,10.0,0.5816068435290987,0.03707655490247523,-0.29983689637252525,-1.653672038449309,0.2,0.9500000000000001
83,trapezoid_0083,20.0,2.0,10.0,0.5837033017367125,0.03897879802152014,-0.30457173578068963,-1.676247155032306,0.2,1.0
84,trapezoid_0084,8.0,2.0,8.0,0.2836565803386679,0.02309188702465108,0.33537922737382675,-1.2657341584226343,0.25,0.0
85,trapezoid_0085,8.4,2.0,8.0,0.3086546487494582,0.027085918054114772,0.3287505690324502,-1.2622340613516152,0.25,0.05
86,trapezoid_0086,8.8,2.0,8.0,0.3355293781172516,0.03151847275608477,0.2992386424075639,-1.285223370023938,0.25,0.1
87,trapezoid_0087,9.2,2.0,8.0,0.3586487138094414,0.03465236229929215,0.26814142541867036,-1.3029571582846269,0.25,0.15000000000000002
88,trapezoid_0088,9.600000000000001,2.0,8.0,0.3825096538425301,0.03754395852507502,0.23910927494522569,-1.3108519572529194,0.25,0.2
89,trapezoid_0089,9.999999999999998,2.0,8.0,0.4042912777477656,0.03964926284443356,0.20248897329186447,-1.3205705782794213,0.25,0.25
90,trapezoid_0090,10.399999999999999,2.0,8.0,0.4222851226201198,0.040600507609511415,0.16279609593372807,-1.3324008098958686,0.25,0.30000000000000004
91,trapezoid_0091,10.8,2.0,8.0,0.44098750524310026,0.04091169882341628,0.11467719897081943,-1.340531126902835,0.25,0.35000000000000003
92,trapezoid_0092,11.200000000000001,2.0,8.0,0.4575087980093936,0.04085832329894002,0.07609695597743209,-1.3415706918325814,0.25,0.4
93,trapezoid_0093,11.600000000000001,2.0,8.0,0.4739945333448123,0.040138364905063194,0.030317402839797006,-1.3295390148081163,0.25,0.45
94,trapezoid_0094,12.0,2.0,8.0,0.48684847975683104,0.03919676346278909,-0.0010579713152061422,-1.2626300890796758,0.25,0.5
95,trapezoid_0095,12.4,2.0,8.0,0.4995005625534696,0.038204976308656324,-0.04462168950110198,-1.249489079872614,0.25,0.55
96,trapezoid_0096,12.799999999999999,2.0,8.0,0.5103775753748695,0.03726995302462309,-0.07426410986621605,-1.2082317935460385,0.25,0.6000000000000001
97,trapezoid_0097,13.2,2.0,8.0,0.5192631618743144,0.03513497988282586,-0.10837109068440036,-1.15516418613804,0.25,0.65
98,trapezoid_0098,13.6,2.0,8.0,0.5305892887430319,0.03451761750314628,-0.13682174870695918,-1.0870345714883272,0.25,0.7000000000000001
99,trapezoid_0099,14.0,2.0,8.0,0.538174045636185,0.03304132884747694,-0.16522865162266384,-1.0530529693877455,0.25,0.75
100,trapezoid_0100,14.400000000000002,2.0,8.0,0.5449468646271632,0.032368686513939864,-0.18251258515631127,-1.0109589427742742,0.25,0.8
101,trapezoid_0101,14.8,2.0,8.0,0.551347863364585,0.03251876201461271,-0.19520993850078336,-0.9654305993252543,0.25,0.8500000000000001
102,trapezoid_0102,15.200000000000001,2.0,8.0,0.5560693773586678,0.03159872066603285,-0.21811825281680078,-0.9744194837853497,0.25,0.9
103,trapezoid_0103,15.599999999999998,2.0,8.0,0.5608503399769088,0.032232719753364086,-0.22833593812151476,-0.9820434644418503,0.25,0.9500000000000001
104,trapezoid_0104,16.0,2.0,8.0,0.5630563009908992,0.0320091691583776,-0.23911568445750517,-1.024834200373637,0.25,1.0
105,trapezoid_0105,6.66666666,2.0,6.666666666666666,0.26855489474993716,0.01406842614776294,0.30267520253530505,-6.401356199850106,0.30000000000000004,0.0
106,trapezoid_0106,7.0,2.0,6.666666666666666,0.29194915410271916,0.016549338168963805,0.2852520682511841,-1.069335142635434,0.30000000000000004,0.05
107,trapezoid_0107,7.33333332,2.0,6.666666666666666,0.3155292695031728,0.01910311227040491,0.2739505954823422,-1.0555078158281976,0.30000000000000004,0.1
108,trapezoid_0108,7.666666659999999,2.0,6.666666666666666,0.33831973192582515,0.02150402716861514,0.25380648842728054,-1.0511957439805195,0.30000000000000004,0.15000000000000002
109,trapezoid_0109,7.999999999999999,2.0,6.666666666666666,0.3603323271861991,0.023532267118903577,0.22845634172155,-1.0509156334911578,0.30000000000000004,0.2
110,trapezoid_0110,8.33333332,2.0,6.666666666666666,0.3825477063376827,0.02528597739001379,0.19231899983708928,-1.04648659811451,0.30000000000000004,0.25
111,trapezoid_0111,8.666666659999999,2.0,6.666666666666666,0.4016122827772321,0.026257587314230873,0.16138208359151665,-1.0232174964420502,0.30000000000000004,0.30000000000000004
112,trapezoid_0112,9.0,2.0,6.666666666666666,0.4189183209419778,0.027120819873890353,0.12772518868191213,-1.0000222145389102,0.30000000000000004,0.35000000000000003
113,trapezoid_0113,9.33333332,2.0,6.666666666666666,0.4365288656334045,0.02780045462451265,0.09230629833114283,-0.982916820641862,0.30000000000000004,0.4
114,trapezoid_0114,9.66666666,2.0,6.666666666666666,0.4507819610423638,0.027569003914050212,0.0577832680253363,-0.9390770640940266,0.30000000000000004,0.45
115,trapezoid_0115,10.0,2.0,6.666666666666666,0.46544310259015925,0.027959158576705383,0.028451737834356002,-0.8939623161421961,0.30000000000000004,0.5
116,trapezoid_0116,10.333333320000001,2.0,6.666666666666666,0.4753517796670094,0.027309389140028003,-0.0017496912961834127,-0.8445992023469624,0.30000000000000004,0.55
117,trapezoid_0117,10.66666666,2.0,6.666666666666666,0.4876739690357606,0.02724269006008484,-0.034055144499866456,-0.7972415935918145,0.30000000000000004,0.6000000000000001
118,trapezoid_0118,11.0,2.0,6.666666666666666,0.4973703520036094,0.026819008868198713,-0.05660511700432881,-0.7220248639250227,0.30000000000000004,0.65
119,trapezoid_0119,11.33333332,2.0,6.666666666666666,0.507377485725703,0.026457062992564624,-0.08661034119080539,-0.6792121087180283,0.30000000000000004,0.7000000000000001
120,trapezoid_0120,11.666666659999999,2.0,6.666666666666666,0.5147662362511817,0.02617570226148934,-0.10583566377500492,-0.6322136706197634,0.30000000000000004,0.75
121,trapezoid_0121,12.000000000000002,2.0,6.666666666666666,0.5228592145939571,0.02618656259161361,-0.1270188830154035,-0.5963570778591775,0.30000000000000004,0.8
122,trapezoid_0122,12.333333319999998,2.0,6.666666666666666,0.5277255728803981,0.02601441015775405,-0.14464505013408632,-0.5976335834022078,0.30000000000000004,0.8500000000000001
123,trapezoid_0123,12.66666666,2.0,6.666666666666666,0.5349495286430859,0.02621467617342224,-0.1629345734082701,-0.5878231666560871,0.30000000000000004,0.9
124,trapezoid_0124,13.0,2.0,6.666666666666666,0.5378420587630454,0.026416909949168763,-0.1722575256710783,-0.6045929433302056,0.30000000000000004,0.9500000000000001
125,trapezoid_0125,13.333333320000001,2.0,6.666666666666666,0.5420697152537183,0.027503103937955416,-0.17859741529858472,-0.6346900416298712,0.30000000000000004,1.0
126,trapezoid_0126,5.7142857199999995,2.0,5.7142857142857135,0.2519621686740034,0.008943962904582492,0.2719946456597248,-0.9099625061951018,0.35000000000000003,0.0
127,trapezoid_0127,6.0,2.0,5.7142857142857135,0.2737532879181579,0.010460883085927533,0.2584194362278215,-0.9049375632350748,0.35000000000000003,0.05
128,trapezoid_0128,6.2857143,2.0,5.7142857142857135,0.2954724386758349,0.01205010582970222,0.2422924877018923,-0.8939635756365363,0.35000000000000003,0.1
129,trapezoid_0129,6.57142858,2.0,5.7142857142857135,0.3170331942492103,0.013711994997648299,0.22875808620972668,-0.8747818803364935,0.35000000000000003,0.15000000000000002
130,trapezoid_0130,6.85714286,2.0,5.7142857142857135,0.33999044236700343,0.015557741495672284,0.21206369988598292,-0.8518525198001317,0.35000000000000003,0.2
131,trapezoid_0131,7.14285714,2.0,5.7142857142857135,0.35965420776675705,0.01666902740822255,0.18521664195665385,-0.8377911136788859,0.35000000000000003,0.25
132,trapezoid_0132,7.428571440000002,2.0,5.7142857142857135,0.3786529521051364,0.017789183513683467,0.16064806467144147,-0.8102787441096517,0.35000000000000003,0.30000000000000004
133,trapezoid_0133,7.7142857199999995,2.0,5.7142857142857135,0.3951649112338353,0.018669530789425896,0.13605787236068675,-0.7777919653241123,0.35000000000000003,0.35000000000000003
134,trapezoid_0134,8.0,2.0,5.7142857142857135,0.4120050873879671,0.019312532956013925,0.10655238490984986,-0.7338591457401709,0.35000000000000003,0.4
135,trapezoid_0135,8.285714299999999,2.0,5.7142857142857135,0.4276326234935309,0.01990678717387231,0.08103536053239507,-0.6861393289288523,0.35000000000000003,0.45
136,trapezoid_0136,8.571428580000001,2.0,5.7142857142857135,0.44152744567864677,0.02017411040669161,0.04996850516947814,-0.6491922711203358,0.35000000000000003,0.5
137,trapezoid_0137,8.85714286,2.0,5.7142857142857135,0.45239427241055724,0.020402111580926138,0.02811276049083028,-0.5871695922065665,0.35000000000000003,0.55
138,trapezoid_0138,9.14285714,2.0,5.7142857142857135,0.4644600488379622,0.020553378634926858,0.0029525348064236828,-0.5260774075521046,0.35000000000000003,0.6000000000000001
139,trapezoid_0139,9.428571439999999,2.0,5.7142857142857135,0.47598202496136444,0.0206357235821034,-0.024442341096864748,-0.47613904337604707,0.35000000000000003,0.65
140,trapezoid_0140,9.71428572,2.0,5.7142857142857135,0.48589177625745006,0.020963753053473567,-0.04192421287665821,-0.42005562654614564,0.35000000000000003,0.7000000000000001
141,trapezoid_0141,10.0,2.0,5.7142857142857135,0.4938081442573936,0.021025486711158954,-0.06284003872562571,-0.3790887234258022,0.35000000000000003,0.75
142,trapezoid_0142,10.2857143,2.0,5.7142857142857135,0.5002060582435035,0.021189932600136418,-0.078191439829481,-0.3520233998064612,0.35000000000000003,0.8
143,trapezoid_0143,10.57142858,2.0,5.7142857142857135,0.5069987888258913,0.021513219903438848,-0.09261784309733852,-0.3343601995736214,0.35000000000000003,0.8500000000000001
144,trapezoid_0144,10.85714286,2.0,5.7142857142857135,0.5124079830613564,0.021937984659673948,-0.10549210954247193,-0.3223555309309118,0.35000000000000003,0.9
145,trapezoid_0145,11.14285714,2.0,5.7142857142857135,0.5172064490151191,0.022516264226267298,-0.11431159917363018,-0.3301929608611044,0.35000000000000003,0.9500000000000001
146,trapezoid_0146,11.428571439999999,2.0,5.7142857142857135,0.5200299070282844,0.022972875173576063,-0.12678590799234699,-0.3692702096715697,0.35000000000000003,1.0
147,trapezoid_0147,5.0,2.0,5.0,0.23643817413174933,0.0059827489051301735,0.2503941905687525,-0.7709652172663362,0.4,0.0
148,trapezoid_0148,5.25,2.0,5.0,0.256528190574887,0.007040218725011657,0.23860892432947803,-0.7602837480185586,0.4,0.05
149,trapezoid_0149,5.5,2.0,5.0,0.2762090469207703,0.008052093751041408,0.2228202111660289,-0.7497190920609335,0.4,0.1
150,trapezoid_0150,5.75,2.0,5.0,0.29785852556129677,0.00935148523806562,0.20947964676412054,-0.7325854601299601,0.4,0.15000000000000002
151,trapezoid_0151,5.999999999999999,2.0,5.0,0.3179240561503792,0.010471177394026506,0.1933279211216368,-0.7079813393172948,0.4,0.2
152,trapezoid_0152,6.249999999999999,2.0,5.0,0.33724026299523974,0.011515051011879088,0.17529859566858175,-0.6857773757391598,0.4,0.25
153,trapezoid_0153,6.5,2.0,5.0,0.35476709042956617,0.01241749670717071,0.15877183166955144,-0.6443493102020853,0.4,0.30000000000000004
154,trapezoid_0154,6.750000000000001,2.0,5.0,0.37286219196464787,0.013324699585916465,0.13744194349661218,-0.605813616958923,0.4,0.35000000000000003
155,trapezoid_0155,7.0,2.0,5.0,0.38989829954516797,0.014148547239914235,0.11244001775881546,-0.5697432940673325,0.4,0.4
156,trapezoid_0156,7.25,2.0,5.0,0.40269017700917803,0.014474976487101424,0.09441554868043452,-0.5112837705331836,0.4,0.45
157,trapezoid_0157,7.5,2.0,5.0,0.41730143514234963,0.015029507947200779,0.07048663291494993,-0.461178641124787,0.4,0.5
158,trapezoid_0158,7.749999999999999,2.0,5.0,0.4303559411854524,0.015579585988872012,0.05279563459583693,-0.39678506559430865,0.4,0.55
159,trapezoid_0159,8.0,2.0,5.0,0.44189103572343935,0.016007279054073422,0.03020963505124117,-0.3582470022074792,0.4,0.6000000000000001
160,trapezoid_0160,8.25,2.0,5.0,0.45278444469506374,0.016347695422986985,0.015595317790988094,-0.28931995120958776,0.4,0.65
161,trapezoid_0161,8.5,2.0,5.0,0.46199655932270645,0.016434294323479273,-0.010713901440165836,-0.2548534954552932,0.4,0.7000000000000001
162,trapezoid_0162,8.75,2.0,5.0,0.4689877032616394,0.016791914754504016,-0.024152854661675393,-0.21869587350832512,0.4,0.75
163,trapezoid_0163,9.0,2.0,5.0,0.4762932177501333,0.017261215069197564,-0.036534687421578206,-0.1845053906741336,0.4,0.8
164,trapezoid_0164,9.25,2.0,5.0,0.48521335874400534,0.017659078643089153,-0.05230440817094661,-0.1642288252101444,0.4,0.8500000000000001
165,trapezoid_0165,9.5,2.0,5.0,0.4907593140209515,0.018104387756261733,-0.0633484661327964,-0.15818014076761144,0.4,0.9
166,trapezoid_0166,9.750000000000002,2.0,5.0,0.4954177292751213,0.018556806130452436,-0.07532472425698224,-0.17396916978333288,0.4,0.9500000000000001
167,trapezoid_0167,10.0,2.0,5.0,0.5003833637862699,0.019336311985768607,-0.08241826128670283,-0.19198981058394254,0.4,1.0
168,trapezoid_0168,4.44444444,2.0,4.444444444444445,0.22332221373723596,0.004167652723826639,0.230149259873277,-0.6375332792454855,0.45,0.0
169,trapezoid_0169,4.66666666,2.0,4.444444444444445,0.24009540058532036,0.004837255020076217,0.22207771679459462,-0.6278772306562181,0.45,0.05
170,trapezoid_0170,4.888888879999999,2.0,4.444444444444445,0.2590032919079407,0.00563483643356073,0.21184385524338104,-0.609805457932691,0.45,0.1
171,trapezoid_0171,5.1111111000000005,2.0,4.444444444444445,0.2787386253171872,0.006508551982760585,0.19307145725795125,-0.6088059946499322,0.45,0.15000000000000002
172,trapezoid_0172,5.3333333199999995,2.0,4.444444444444445,0.2970368111340592,0.007311978581125267,0.1785218902553304,-0.5902869786373821,0.45,0.2
173,trapezoid_0173,5.55555556,2.0,4.444444444444445,0.3154365921577692,0.00824419943724882,0.16915868788084482,-0.5594762423155858,0.45,0.25
174,trapezoid_0174,5.77777778,2.0,4.444444444444445,0.3329854967016596,0.009004001110688081,0.1549220271186592,-0.5183631060837526,0.45,0.30000000000000004
175,trapezoid_0175,6.0,2.0,4.444444444444445,0.34953260258625773,0.00978115460515176,0.13889564700788146,-0.4823392645195344,0.45,0.35000000000000003
176,trapezoid_0176,6.222222219999999,2.0,4.444444444444445,0.3654015404019074,0.01031930925175457,0.11718602601098899,-0.43351321891116107,0.45,0.4
177,trapezoid_0177,6.44444444,2.0,4.444444444444445,0.3797635111610065,0.010931773707924473,0.10450769878706452,-0.37788778638953935,0.45,0.45
178,trapezoid_0178,6.666666659999999,2.0,4.444444444444445,0.3929979126592391,0.011400532156672347,0.08697474924250835,-0.322614415279775,0.45,0.5
179,trapezoid_0179,6.88888888,2.0,4.444444444444445,0.4063515399256307,0.011959150180135266,0.0693957399065868,-0.27557477245622186,0.45,0.55
180,trapezoid_0180,7.1111111,2.0,4.444444444444445,0.41866171073805986,0.012490461836624766,0.05091873236245584,-0.22247874500531434,0.45,0.6000000000000001
181,trapezoid_0181,7.3333333199999995,2.0,4.444444444444445,0.42764693453540426,0.012750013321438956,0.03363317771596928,-0.1820459123575772,0.45,0.65
182,trapezoid_0182,7.55555556,2.0,4.444444444444445,0.439097122950081,0.013295420345456235,0.016497215060280526,-0.1423125187022029,0.45,0.7000000000000001
183,trapezoid_0183,7.777777779999999,2.0,4.444444444444445,0.4477847724771986,0.013677804240283031,0.00397979796016306,-0.10312044007481172,0.45,0.75
184,trapezoid_0184,7.999999999999999,2.0,4.444444444444445,0.45622773196025096,0.014158404124632824,-0.006375636649080658,-0.06277571134467368,0.45,0.8
185,trapezoid_0185,8.22222222,2.0,4.444444444444445,0.46314785499453415,0.01457427041401958,-0.01895608486053391,-0.047136537875946044,0.45,0.8500000000000001
